#id	CHR
cg01725199	9
cg01726767	12
cg01726775	12
cg01727899	1
cg01729862	16
cg01731341	12
cg01731685	22
cg01732037	1
cg01733599	15
cg01733783	9
cg01734338	11
cg01735903	8
cg01737507	5
cg01737532	*
cg01738359	13
cg01738944	1
cg01739167	17
cg01739965	2
cg01743008	*
cg01743370	2
cg01745448	1
cg01745510	12
cg01745657	3
cg01746088	2
cg01747191	6
cg01747665	16
cg01753375	2
cg01753595	9
cg01753906	*
cg01755369	19
cg01756060	7
cg01757745	10
cg01758870	7
cg01761409	11
cg01762581	8
cg01765461	18
cg01765473	10
cg01765641	3
cg01767116	15
cg01769037	6
cg01770232	7
cg01770400	1
cg01772980	11
cg01773061	1
cg01773854	12
cg01774645	1
cg01775265	20
cg01775414	22
cg01776246	17
cg01776396	X
cg01777397	2
cg01780107	8
cg01780482	2
cg01781266	11
cg01782320	10
cg01782486	1
cg01782487	1
cg01783386	3
cg01784199	1
cg01785060	9
cg01785339	1
cg01785568	4
cg01787047	11
cg01788438	1
cg01789267	15
cg01791232	22
cg01794265	5
cg01794711	18
cg01795122	19
cg01795161	7
cg01795697	17
cg01796223	7
cg01796228	5
cg01797043	16
cg01797527	20
cg01798443	3
cg01798589	3
cg01800843	11
cg01801174	1
cg01802635	6
cg01802653	4
cg01803059	4
cg01803238	18
cg01803810	17
cg01804429	4
cg01804844	18
cg01805282	6
cg01805540	10
cg01805784	5
cg01806808	8
cg01806928	11
cg01808090	16
cg01808130	6
cg01808508	3
cg01808706	15
cg01809579	9
cg01813334	7
cg01813965	16
cg01816336	10
cg01817029	12
cg01817393	20
cg01818492	6
cg01819572	3
cg01819863	10
cg01820374	12
cg01820777	7
cg01824804	5
cg01827098	7
cg01830294	7
cg01833398	12
cg01835489	12
cg01836044	13
cg01837574	17
cg01837689	18
cg01837719	6
cg01838317	14
cg01839464	18
cg01840268	6
cg01843018	9
cg01846065	2
cg01848594	16
cg01849789	22
cg01851208	10
cg01851385	X
cg01851399	12
cg01852131	6
cg01852328	7
cg01853981	12
cg01856970	4
cg01856985	12
cg01857260	19
cg01858173	11
cg01860753	1
cg01861509	10
cg01862366	10
cg01866162	16
cg01866521	11
cg01868128	1
cg01868559	12
cg01868782	6
cg01869233	20
cg01870826	7
cg01871963	9
cg01871995	8
cg01872771	X
cg01873645	9
cg01875775	22
cg01876612	16
cg01879488	11
cg01880404	19
cg01880569	16
cg01881255	19
cg01882150	11
cg01882179	12
cg01883521	1
cg01883966	6
cg01885202	X
cg01885635	3
cg01887353	X
cg01888166	2
cg01888411	11
cg01888566	7
cg01888601	11
cg01889448	6
cg01892528	22
cg01892689	8
cg01892727	3
cg01894895	9
cg01895214	*
cg01897036	2
cg01899253	13
cg01900048	2
cg01900364	19
cg01902747	10
cg01906055	2
cg01906717	9
cg01907837	6
cg01909245	11
cg01909378	X
cg01909487	1
cg01909833	6
cg01909921	9
cg01910452	X
cg01910481	20
cg01911082	8
cg01913908	*
cg01914242	17
cg01917648	12
cg01918706	1
cg01918888	1
cg01919208	3
cg01919488	2
cg01920232	12
cg01920829	2
cg01924619	20
cg01924993	11
cg01926595	17
cg01928902	14
cg01929065	12
cg01929105	1
cg01930621	19
cg01931893	16
cg01932215	2
cg01932459	6
cg01934790	16
cg01934797	16
cg01936124	5
cg01936270	2
cg01936555	6
cg01938354	14
cg01939428	7
cg01939443	1
cg01939479	15
cg01939597	12
cg01939681	5
cg01940867	16
cg01940974	9
cg01941619	18
cg01942127	3
cg01943185	4
cg01944444	6
cg01945391	5
cg01946401	6
cg01946574	18
cg01947224	19
cg01951308	20
cg01952458	8
cg01954353	12
cg01956781	6
cg01957330	7
cg01958189	20
cg01958916	1
cg01959004	11
cg01959848	11
cg01961936	X
cg01962086	3
cg01962826	6
cg01962969	21
cg01963696	19
cg01965939	5
cg01966105	16
cg01966465	7
cg01968178	2
cg01968530	18
cg01968793	10
cg01969748	1
cg01970325	9
cg01971122	11
cg01975392	*
cg01979004	16
cg01980222	6
cg01980637	17
cg01982455	5
cg01982597	10
cg01982833	12
cg01985090	22
cg01985396	6
cg01985852	16
cg01986577	12
cg01987509	11
cg01988129	8
cg01989224	15
cg01990225	2
cg01990304	19
cg01990334	1
cg01991150	11
cg01991383	11
cg01992081	17
cg01993411	20
cg01993576	6
cg01994328	10
cg01994513	15
cg01994779	16
cg01995513	7
cg01997480	*
cg01997953	X
cg01998146	9
cg01998682	6
cg01998785	16
cg01999333	19
cg01999523	3
cg01999787	13
cg02000005	14
cg02001410	5
cg02002676	*
cg02004156	X
cg02005336	11
cg02005375	2
cg02005755	7
cg02007463	12
cg02007844	12
cg02008154	7
cg02008169	16
cg02008416	1
cg02008544	8
cg02009694	9
cg02010852	9
cg02014107	2
cg02016419	17
cg02017041	19
cg02017109	5
cg02017155	19
cg02018101	14
cg02019333	3
cg02020018	X
cg02021817	16
cg02022375	17
cg02025407	20
cg02026235	16
cg02027010	9
cg02028524	14
cg02029926	4
cg02032115	1
cg02032561	X
cg02033116	19
cg02034222	2
cg02037013	18
cg02039053	4
cg02039171	14
cg02040734	10
cg02043070	14
cg02043083	6
cg02043477	*
cg02044161	3
cg02044879	10
cg02045085	14
cg02046017	11
cg02046340	20
cg02046532	20
cg02047577	20
cg02049180	1
cg02053171	7
cg02055483	11
cg02055963	13
cg02056135	2
cg02057157	4
cg02058918	9
cg02059813	3
cg02060618	X
cg02060698	6
cg02060988	17
cg02061229	11
cg02062650	16
cg02064106	6
cg02064402	5
cg02065387	5
cg02065795	15
cg02066681	21
cg02066887	11
cg02067021	8
cg02068676	9
cg02071074	13
cg02071305	15
cg02071439	9
cg02075593	6
cg02077702	15
cg02077793	19
cg02078356	1
cg02082342	11
cg02082571	12
cg02084087	1
cg02085507	19
cg02087637	*
cg02089348	4
cg02090283	*
cg02091100	6
cg02092466	2
cg02092706	7
cg02094237	12
cg02096520	X
cg02096633	9
cg02096656	7
cg02097420	3
cg02097636	19
cg02099418	2
cg02100629	10
cg02100828	2
cg02100848	3
cg02101486	7
cg02102644	17
cg02103294	8
cg02104644	11
cg02105034	1
cg02105377	3
cg02105856	1
cg02110963	6
cg02111587	2
cg02113971	14
cg02114786	21
cg02115041	8
cg02117021	6
cg02119229	11
cg02119982	16
cg02121427	3
cg02121943	12
cg02123547	6
cg02124291	19
cg02125271	15
cg02126424	16
cg02126638	15
cg02126753	7
cg02128567	6
cg02130905	8
cg02131399	12
cg02131853	4
cg02131967	17
cg02131995	19
cg02132188	X
cg02136132	14
cg02141570	3
cg02141675	5
cg02142461	4
cg02144298	19
cg02144933	2
cg02147791	13
cg02148642	*
cg02148711	X
cg02148834	*
cg02149446	19
cg02150709	1
cg02150910	14
cg02151301	20
cg02153528	12
cg02153871	5
cg02154074	2
cg02154186	8
cg02154956	13
cg02157083	11
cg02157306	4
cg02159896	18
cg02160826	10
cg02161046	1
cg02161900	10
cg02162069	19
cg02162412	5
cg02162950	13
cg02163937	10
cg02164046	3
cg02164386	17
cg02164442	16
cg02165720	X
cg02166313	14
cg02166532	11
cg02168291	16
cg02169098	22
cg02169430	15
cg02169446	15
cg02170525	2
cg02171008	11
cg02171545	15
cg02173484	1
cg02175035	17
cg02175308	1
cg02178774	19
cg02178898	13
cg02181494	22
cg02181506	14
cg02182354	4
cg02184413	6
cg02186298	11
cg02186948	11
cg02186966	7
cg02187357	6
cg02187914	8
cg02189785	9
cg02192520	12
cg02192855	6
cg02192965	2
cg02194211	3
cg02194878	1
cg02196655	2
cg02196730	15
cg02196805	5
cg02197293	19
cg02198044	15
cg02198582	16
cg02200132	3
cg02200584	4
cg02201963	18
cg02202484	1
cg02204046	2
cg02205739	9
cg02205962	X
cg02206259	1
cg02207610	19
cg02210123	14
cg02210887	4
cg02212280	11
cg02212737	17
cg02212836	6
cg02213716	13
cg02214188	4
cg02215538	5
cg02216250	5
cg02217159	6
cg02217814	19
cg02218214	1
cg02218260	3
cg02218324	19
cg02222362	10
cg02224164	12
cg02224920	1
cg02225847	16
cg02226697	8
cg02226871	8
cg02226939	17
cg02227605	5
cg02228185	17
cg02229516	19
cg02229946	2
cg02232922	X
cg02233558	5
cg02233559	13
cg02235880	11
cg02237119	7
cg02237186	2
cg02238504	16
cg02238747	10
cg02238826	3
cg02239021	1
cg02239082	19
cg02240226	2
cg02240622	15
cg02241259	1
cg02241586	2
cg02244695	7
cg02245378	2
cg02245418	1
cg02246665	12
cg02246968	13
cg02247582	2
cg02248486	7
cg02248540	*
cg02250594	18
cg02250787	13
cg02250992	12
cg02251134	5
cg02252907	19
cg02252918	12
cg02254407	11
cg02254461	3
cg02254649	1
cg02255004	4
cg02255609	1
cg02255732	11
cg02257405	5
cg02257681	6
cg02259997	13
cg02260587	5
cg02261346	22
cg02264284	X
cg02265318	1
cg02266731	12
cg02268424	19
cg02269221	17
cg02271621	11
cg02273078	18
cg02273392	7
cg02273788	X
cg02274362	*
cg02275294	1
cg02275359	19
cg02275830	14
cg02275989	6
cg02276665	5
cg02276686	14
cg02276793	3
cg02277509	14
cg02278071	22
cg02278165	2
cg02279071	3
cg02280309	1
cg02282237	14
cg02283643	8
cg02284188	*
cg02284889	11
cg02285477	13
cg02286642	19
cg02286990	1
cg02288165	20
cg02290509	7
cg02292024	11
cg02293044	22
cg02296128	13
cg02298008	X
cg02298570	19
cg02298612	16
cg02299279	15
cg02299653	7
cg02300906	11
cg02301754	1
cg02301815	17
cg02303361	19
cg02304930	1
cg02305261	20
cg02305723	15
cg02307482	12
cg02309273	1
cg02309431	20
cg02309594	1
cg02310296	20
cg02311163	20
cg02312170	10
cg02312751	11
cg02314308	1
cg02316718	12
cg02317742	2
cg02317907	1
cg02318426	14
cg02318535	17
cg02320454	5
cg02321871	13
cg02322621	6
cg02322989	2
cg02323334	11
cg02324920	10
cg02326006	X
cg02326931	13
cg02327719	1
cg02329886	15
cg02330106	10
cg02331561	16
cg02332073	7
cg02332492	9
cg02332525	3
cg02332537	3
cg02334775	15
cg02335441	3
cg02335804	17
cg02336128	4
cg02337166	17
cg02337447	17
cg02342494	12
cg02344078	20
cg02344201	19
cg02344238	11
cg02345317	X
cg02347114	2
cg02347487	11
cg02351381	12
cg02352653	5
cg02357714	5
cg02357725	15
cg02358761	2
cg02358804	19
cg02360616	1
cg02360776	11
cg02360836	17
cg02361363	1
cg02361557	1
cg02364038	19
cg02364642	12
cg02366059	18
cg02367472	5
cg02367951	*
cg02372712	7
cg02374486	10
cg02376163	5
cg02376703	7
cg02377083	3
cg02381948	10
cg02382666	7
cg02385474	1
cg02385791	19
cg02387613	3
cg02387679	5
cg02387854	17
cg02388150	8
cg02391387	7
cg02393447	15
cg02397514	1
cg02397720	2
cg02398725	11
cg02399449	7
cg02399455	7
cg02400248	9
cg02401149	22
cg02401978	7
cg02403232	12
cg02404636	22
cg02404843	5
cg02407785	13
cg02409282	6
cg02409351	12
cg02412050	6
cg02413850	20
cg02415431	22
cg02416716	11
cg02417264	7
cg02417408	3
cg02420102	11
cg02421543	1
cg02422627	8
cg02422694	17
cg02423618	15
cg02425732	20
cg02426410	4
cg02428100	19
cg02430692	3
cg02431687	9
cg02431964	2
cg02432101	18
cg02433671	19
cg02433905	3
cg02435593	20
cg02436686	19
cg02437376	10
cg02440177	19
cg02441647	3
cg02441831	11
cg02442161	20
cg02443089	14
cg02447314	18
cg02449608	19
cg02449978	3
cg02450959	8
cg02451362	17
cg02451670	1
cg02452985	14
cg02453591	2
cg02453653	11
cg02456292	19
cg02457752	X
cg02460120	12
cg02460349	20
cg02470959	12
cg02471507	8
cg02473123	17
cg02475653	16
cg02477931	11
cg02479196	2
cg02479575	19
cg02480835	7
cg02486845	6
cg02488871	2
cg02489552	19
cg02490034	7
cg02491012	16
cg02491878	7
cg02492740	X
cg02493771	21
cg02494117	9
cg02496295	4
cg02497175	17
cg02497428	16
cg02497700	1
cg02497758	20
cg02498063	12
cg02499249	3
cg02500392	6
cg02501779	20
cg02501984	12
cg02502132	1
cg02503850	10
cg02503970	8
cg02504280	X
cg02504465	6
cg02505409	19
cg02505689	17
cg02506426	11
cg02506728	20
cg02506908	12
cg02507175	21
cg02507952	14
cg02508567	2
cg02510853	16
cg02511532	8
cg02512226	10
cg02512860	7
cg02513045	21
cg02515422	9
cg02515725	4
cg02516189	9
cg02516388	17
cg02517489	15
cg02518339	X
cg02518671	19
cg02519218	12
cg02519806	4
cg02523400	22
cg02523617	4
cg02525396	1
cg02525756	1
cg02527529	17
cg02528468	3
cg02532648	21
cg02533173	19
cg02533993	21
cg02536286	20
cg02537023	*
cg02537838	20
cg02537909	2
cg02539714	12
cg02540157	*
cg02543879	13
cg02545106	4
cg02545192	5
cg02546521	12
cg02547138	11
cg02547439	20
cg02548238	5
cg02549418	X
cg02549424	22
cg02549910	2
cg02550200	17
cg02550358	17
cg02551396	20
cg02552572	16
cg02552945	9
cg02553486	4
cg02554564	12
cg02554810	11
cg02555579	22
cg02556718	16
cg02558133	1
cg02564061	12
cg02564523	7
cg02564733	11
cg02566518	10
cg02567144	6
cg02569086	12
cg02569333	8
cg02569613	10
cg02571905	17
cg02575859	X
cg02577849	5
cg02579133	21
cg02579736	3
cg02580195	2
cg02580606	17
cg02581667	19
cg02582608	3
cg02582754	6
cg02583151	14
cg02584520	8
cg02586730	11
cg02588309	5
cg02589695	1
cg02590345	9
cg02592124	2
cg02593766	17
cg02595219	11
cg02595263	8
cg02597128	X
cg02597269	16
cg02599225	10
cg02599464	6
cg02600394	4
cg02600430	13
cg02600515	11
cg02601403	*
cg02602411	9
cg02602864	17
cg02603366	20
cg02603784	3
cg02604290	20
cg02605634	20
cg02608019	9
cg02608292	19
cg02609749	16
cg02609880	1
cg02611282	7
cg02611419	6
cg02611863	20
cg02612026	1
cg02613386	17
cg02613803	21
cg02614187	1
cg02614818	*
cg02615157	19
cg02616808	5
cg02617361	8
cg02620013	13
cg02620228	X
cg02620470	11
cg02620769	12
cg02622316	6
cg02624129	11
cg02624705	18
cg02626929	16
cg02626977	14
cg02628202	14
cg02628930	4
cg02629257	17
cg02629312	7
cg02629761	14
cg02630105	3
cg02630122	22
cg02630207	2
cg02630694	10
cg02630888	4
cg02631622	16
cg02631906	1
cg02631957	5
cg02632166	13
cg02633817	19
cg02633838	2
cg02635407	4
cg02635865	20
cg02639007	12
cg02640558	8
cg02641095	5
cg02641560	1
cg02641676	8
cg02643667	21
cg02644301	19
cg02646854	11
cg02647265	12
cg02647545	16
cg02648999	2
cg02649337	*
cg02649608	X
cg02654291	9
cg02655204	*
cg02655623	17
cg02656594	16
cg02657360	11
cg02657438	14
cg02657721	3
cg02658214	12
cg02658251	*
cg02659086	11
cg02659232	11
cg02661879	7
cg02664205	6
cg02665570	1
cg02668581	2
cg02668729	1
cg02668984	17
cg02671171	17
cg02671806	15
cg02672220	21
cg02672493	3
cg02674804	19
cg02675652	12
cg02675896	5
cg02676865	10
cg02677802	12
cg02678356	X
cg02679745	9
cg02681442	14
cg02682905	19
cg02683985	7
cg02686662	19
cg02686769	12
cg02688643	4
cg02689825	20
cg02690554	X
cg02691091	17
cg02692952	11
cg02693857	5
cg02694395	1
cg02699167	3
cg02699645	21
cg02701137	20
cg02702510	10
cg02704907	6
cg02705666	1
cg02706575	17
cg02706881	21
cg02709261	1
cg02710105	2
cg02710161	3
cg02712165	17
cg02712845	11
cg02712878	3
cg02713563	19
cg02715115	4
cg02715140	11
cg02717046	12
cg02717570	17
cg02717866	11
cg02718531	16
cg02718563	*
cg02718725	1
cg02719245	14
cg02719634	11
cg02720618	6
cg02721374	17
cg02723372	1
cg02723533	11
cg02724472	7
cg02725014	5
cg02725692	X
cg02727285	19
cg02727423	14
cg02729303	5
cg02729352	19
cg02729506	1
cg02732134	10
cg02732509	12
cg02733650	16
cg02735071	8
cg02735133	16
cg02735486	4
cg02737335	1
cg02738086	22
cg02738763	15
cg02740128	17
cg02740947	17
cg02741177	4
cg02741249	16
cg02741744	12
cg02742971	2
cg02744459	12
cg02748427	1
cg02748539	5
cg02749825	10
cg02750754	19
cg02751839	1
cg02755455	1
cg02755525	16
cg02756614	10
cg02756698	17
cg02756845	22
cg02757432	10
cg02760007	6
cg02762689	6
cg02763671	22
cg02764611	19
cg02764897	21
cg02765045	12
cg02765328	12
cg02765820	3
cg02770814	5
cg02772367	11
cg02774160	22
cg02774439	4
cg02774486	2
cg02774963	7
cg02775617	10
cg02776251	12
cg02780295	5
cg02780849	1
cg02780988	17
cg02782630	4
cg02784848	19
cg02784874	17
cg02786019	7
cg02786378	8
cg02787991	17
cg02788090	17
cg02788102	11
cg02789485	12
cg02790471	6
cg02792677	19
cg02793099	19
cg02794695	8
cg02795624	11
cg02797569	7
cg02798801	7
cg02799466	2
cg02800334	8
cg02801485	2
cg02801598	16
cg02802055	9
cg02803836	10
cg02804166	X
cg02805028	16
cg02806093	14
cg02806658	12
cg02806777	19
cg02807450	11
cg02807948	11
cg02809263	1
cg02810134	20
cg02810773	20
cg02811755	17
cg02812142	2
cg02813021	10
cg02813121	1
cg02813863	12
cg02815516	19
cg02818322	X
cg02822723	5
cg02823866	9
cg02825709	16
cg02827112	4
cg02827328	9
cg02828104	20
cg02829654	1
cg02830467	6
cg02831294	10
cg02831393	11
cg02831604	15
cg02832245	4
cg02833180	2
cg02833725	1
cg02836529	2
cg02838492	9
cg02838877	13
cg02840794	10
cg02841886	19
cg02841933	7
cg02844051	19
cg02844545	6
cg02844629	1
cg02845923	*
cg02847216	18
cg02847500	X
cg02848777	10
cg02849695	1
cg02850329	1
cg02850821	12
cg02854090	6
cg02854288	3
cg02855426	7
cg02856727	17
cg02859934	16
cg02860342	15
cg02860543	7
cg02861781	13
cg02862153	7
cg02862362	6
cg02862835	12
cg02863237	10
cg02863842	19
cg02863947	3
cg02865818	5
cg02867079	14
cg02868123	2
cg02868306	19
cg02868338	8
cg02870945	2
cg02873524	9
cg02874605	12
cg02875297	9
cg02875404	19
cg02876062	10
cg02878987	1
cg02879662	19
cg02880176	17
cg02880679	17
cg02882813	20
cg02883161	12
cg02883230	15
cg02883621	4
cg02885771	6
cg02886284	4
cg02887841	22
cg02888247	6
cg02889982	17
cg02890926	1
cg02899723	5
cg02899772	16
cg02900980	3
cg02901122	18
cg02901159	11
cg02901679	1
cg02902770	7
cg02903525	19
cg02904235	14
cg02904365	1
cg02905245	3
cg02905881	2
cg02906238	2
cg02906939	2
cg02907300	1
cg02909042	14
cg02909790	6
cg02910574	16
cg02912041	3
cg02913089	15
cg02913364	1
cg02914379	6
cg02914419	19
cg02915261	19
cg02915544	11
cg02915837	12
cg02916816	14
cg02917064	7
cg02917381	15
cg02917772	1
cg02917972	1
cg02918483	4
cg02919422	8
cg02920216	21
cg02921068	7
cg02921257	3
cg02922563	3
cg02924961	6
cg02927346	17
cg02929869	3
cg02930996	18
cg02932167	2
cg02932669	13
cg02932689	16
cg02936263	17
cg02936468	9
cg02936740	4
cg02936872	9
cg02937060	1
cg02937102	6
cg02937479	6
cg02938601	8
cg02939139	12
cg02940164	11
cg02941816	10
cg02942159	9
cg02943497	13
cg02944057	6
cg02945019	1
cg02945646	14
cg02946570	2
cg02946754	10
cg02946850	7
cg02947222	12
cg02947253	1
cg02947354	*
cg02949544	17
cg02951021	12
cg02953306	8
cg02955504	18
cg02955988	*
cg02956093	14
cg02956481	19
cg02957086	17
cg02959669	19
cg02961200	2
cg02962299	10
cg02962602	17
cg02963198	1
cg02964385	6
cg02964389	12
cg02965078	11
cg02966329	6
cg02966851	6
cg02968557	17
cg02972551	2
cg02973263	3
cg02973416	11
cg02973883	14
cg02973971	X
cg02975142	17
cg02975259	3
cg02976090	1
cg02976574	3
cg02976617	5
cg02978542	1
cg02978737	22
cg02981703	1
cg02981853	19
cg02982690	8
cg02982734	15
cg02983451	2
cg02987051	18
cg02987163	17
cg02988947	17
cg02989257	1
cg02989940	16
cg02990033	20
cg02990567	6
cg02990612	8
cg02992596	4
cg02992632	3
cg02992647	17
cg02992767	X
cg02994216	2
cg02994956	22
cg02994974	11
cg02995130	12
cg02995295	13
cg02995853	5
cg02998425	14
cg03000603	19
cg03000846	17
cg03001305	17
cg03001647	1
cg03002480	15
cg03003060	X
cg03003256	6
cg03003745	19
cg03005055	14
cg03005261	4
cg03007010	19
cg03007571	6
cg03011500	1
cg03012280	15
cg03013422	12
cg03014628	5
cg03014680	12
cg03014957	20
cg03016571	17
cg03017264	22
cg03017475	7
cg03017653	1
cg03017946	4
cg03019000	3
cg03020271	19
cg03020597	X
cg03020951	6
cg03021690	14
cg03021892	X
cg03022541	3
cg03024246	11
cg03025569	17
cg03026462	14
cg03027037	20
cg03028472	12
cg03029060	6
cg03029145	18
cg03029616	21
cg03030757	6
cg03032025	5
cg03033367	*
cg03035419	20
cg03036064	1
cg03037266	X
cg03037331	1
cg03038003	1
cg03038672	16
cg03039172	19
cg03041841	9
cg03042149	15
cg03044435	4
cg03046445	12
cg03047098	16
cg03048535	12
cg03050522	19
cg03050748	5
cg03054162	2
cg03054529	7
cg03055440	11
cg03055492	2
cg03056007	*
cg03057808	X
cg03059018	14
cg03059528	6
cg03060925	19
cg03062665	14
cg03063797	14
cg03064067	12
cg03064241	12
cg03064400	19
cg03065202	22
cg03065661	11
cg03066138	11
cg03067226	12
cg03070194	1
cg03070588	12
cg03072102	3
cg03072378	17
cg03073814	17
cg03075662	3
cg03076324	10
cg03076871	20
cg03077062	2
cg03077492	5
cg03077836	2
cg03079549	15
cg03079681	9
cg03080344	7
cg03080985	6
cg03081134	9
cg03082060	1
cg03085312	17
cg03085377	13
cg03085637	1
cg03086563	1
cg03086857	13
cg03087937	11
cg03091512	2
cg03096975	19
cg03097995	19
cg03098361	7
cg03098643	4
cg03098721	1
cg03099492	10
cg03099771	6
cg03100040	19
cg03100146	1
cg03100196	7
cg03100752	19
cg03101664	11
cg03102516	2
cg03103192	4
cg03104936	7
cg03107405	2
cg03108701	6
cg03109047	9
cg03109066	4
cg03109316	3
cg03109701	12
cg03112433	7
cg03112782	1
cg03112869	3
cg03113824	19
cg03114244	11
cg03115649	1
cg03115746	4
cg03115886	20
cg03116238	19
cg03116740	11
cg03117949	21
cg03118854	22
cg03122511	X
cg03125090	1
cg03126490	13
cg03127334	21
cg03127543	X
cg03128832	22
cg03129910	4
cg03131527	3
cg03132911	5
cg03133269	1
cg03135127	19
cg03135598	19
cg03136712	5
cg03138091	5
cg03138405	19
cg03138668	19
cg03139057	19
cg03139377	12
cg03140096	19
cg03140978	1
cg03142203	X
cg03143333	18
cg03143365	19
cg03143849	11
cg03144206	19
cg03144357	8
cg03146158	15
cg03147542	7
cg03147990	19
cg03148461	7
cg03149130	9
cg03152385	16
cg03152785	1
cg03154500	5
cg03154513	20
cg03155724	10
cg03156547	14
cg03157149	10
cg03157806	X
cg03158400	21
cg03159329	2
cg03159785	3
cg03159836	X
cg03160135	6
cg03160309	1
cg03160508	11
cg03160637	11
cg03160740	3
cg03160815	17
cg03161112	18
cg03161453	X
cg03161839	19
cg03163246	4
cg03164831	X
cg03165378	1
cg03165700	11
cg03166779	7
cg03167275	21
cg03167339	7
cg03167763	1
cg03167883	8
cg03168296	9
cg03168582	9
cg03169180	17
cg03169527	3
cg03169715	16
cg03171924	1
cg03172991	19
cg03173722	4
cg03176585	12
cg03177025	2
cg03177084	17
cg03179866	11
cg03184439	17
cg03184964	12
cg03188118	14
cg03190825	19
cg03192551	17
cg03192737	3
cg03196745	12
cg03197524	5
cg03198372	22
cg03199651	4
cg03201604	4
cg03202897	6
cg03205208	10
cg03208093	10
cg03209127	1
cg03212129	19
cg03213216	19
cg03214212	7
cg03214697	22
cg03217102	12
cg03217964	16
cg03218019	1
cg03218374	20
cg03218909	1
cg03221436	X
cg03221619	19
cg03221676	9
cg03221776	8
cg03221914	6
cg03222066	11
cg03223878	3
cg03224418	20
cg03225779	9
cg03227078	19
cg03229887	1
cg03231024	1
cg03234661	14
cg03237153	19
cg03238797	16
cg03240509	12
cg03240745	19
cg03241282	*
cg03242666	17
cg03242880	11
cg03243506	20
cg03243700	9
cg03243895	9
cg03243946	12
cg03245641	11
cg03245962	3
cg03247626	6
cg03251079	12
cg03251249	10
cg03251655	17
cg03251857	9
cg03256955	3
cg03257423	19
cg03258472	19
cg03259469	10
cg03260744	1
cg03261004	9
cg03262773	1
cg03262918	3
cg03264209	16
cg03264414	9
cg03266453	2
cg03266904	7
cg03270167	2
cg03270204	6
cg03270376	2
cg03271651	1
cg03271907	10
cg03272031	12
cg03273615	X
cg03274654	13
cg03274876	4
cg03275186	2
cg03276813	2
cg03277051	3
cg03277112	6
cg03278643	4
cg03278960	16
cg03279443	10
cg03283421	10
cg03283569	9
cg03283694	19
cg03283842	2
cg03285457	10
cg03286783	15
cg03287877	17
cg03289369	4
cg03289872	19
cg03290040	22
cg03291145	*
cg03292149	19
cg03292388	4
cg03293770	11
cg03293882	19
cg03294491	18
cg03294557	18
cg03294619	5
cg03296929	4
cg03297731	16
cg03298413	6
cg03301801	1
cg03302287	12
cg03305230	17
cg03308985	22
cg03309050	16
cg03309721	19
cg03309967	19
cg03310453	12
cg03310469	2
cg03311036	7
cg03311899	*
cg03312124	17
cg03312426	19
cg03312532	15
cg03312792	20
cg03316864	19
cg03317245	17
